speechiness,instrumentalness,acousticness,energy,danceability,valence,id,cluster
0.0294,3.31e-06,0.886,0.232,0.445,0.246,0V9QY6NnXtAMwjltgMP0pl,5
0.0529,0.000255,0.00642,0.782,0.308,0.448,4TNlAMva0Nuywl9pfX2Jqr,0
0.0373,0.0098,0.0679,0.656,0.701,0.352,5bsfGuTSjqfkJdQQ4xVx9X,0
0.173,0.0194,0.0108,0.482,0.717,0.646,02jhBMmYb4HHlrDP4kPp6f,3
0.0359,0.0443,0.811,0.533,0.376,0.384,0v495WkHYR3mOSIMrw0fBZ,4
0.0736,2.45e-05,0.726,0.641,0.635,0.422,2JHFr3SVvWSGoFKg3kvTgw,4
0.0433,0.939,0.993,0.00661,0.435,0.203,2YFtpiy2WoAQVQbM1SIwES,1
0.0517,0.948,0.996,0.059,0.484,0.308,3VM35337X7Ro1tesUHnZ95,1
0.0423,0.912,0.992,0.0168,0.364,0.309,4xO3mTbZDnaDSJtRdgzXQc,1
0.0423,0.945,0.993,0.0381,0.307,0.0631,2bjQvSk5T3A2dmnqqeRhzI,1
0.0387,0.937,0.994,0.108,0.366,0.435,0jSUVrvKQ0qF8ee1usL34M,1
0.0434,0.927,0.994,0.00851,0.323,0.341,4516jKqIrGNIShWH3WBqmd,1
0.0361,0.933,0.984,0.0619,0.402,0.14,73uDJDqIcF5QQWXZ19rH8z,1
0.0404,0.928,0.994,0.0542,0.429,0.142,5M6q2VBF4KLF961xGLPFw9,1
0.0336,0.908,0.98,0.0352,0.31,0.148,3ZvBA6TQA4CTOZNOyxou90,1
0.0442,0.913,0.994,0.0126,0.297,0.386,7hVcd9PDdO0xK8vE3WQqnV,1
0.0479,0.954,0.995,0.0317,0.496,0.256,49VzYsJHrITQOn28WBMztb,1
0.0346,0.874,0.994,0.0719,0.442,0.326,4uHzzAb1p6gK5unlp64Vrg,1
0.0394,0.941,0.989,0.0226,0.377,0.159,5xm1Ot6JDIp5r9SFM6XQrW,1
0.0424,0.928,0.994,0.0202,0.642,0.174,6axlKJ7OnW6zxM16Hxwbb0,1
0.0395,0.947,0.992,0.0189,0.384,0.0834,5hFkGfx038V0LhqI0Uff2J,1
0.0372,0.924,0.986,0.0187,0.405,0.229,6rvmhiAd5jtT5CzLIcnj4p,1
0.0546,0.945,0.994,0.00332,0.225,0.394,6eir7TDacjXjFscPxDFHC4,1
0.0517,0.958,0.996,0.0289,0.412,0.27,4uoJsS8jQmsHmdoORGzxh0,1
0.0354,0.927,0.99,0.0893,0.344,0.178,597H3V2av5dnxNcIDa4Yrk,1
0.0371,0.927,0.977,0.0632,0.408,0.256,02VydYQOYaLGZX2MWoCCQ8,1
0.0526,0.946,0.991,0.0119,0.265,0.35,42cskWMuFydbI9f9um1sTj,1
0.0375,0.896,0.995,0.0257,0.414,0.21,5Y223UTPJjOIDVS2vs73g0,1
0.0735,0.968,0.995,0.084,0.495,0.453,5TRzmeTTbtVrsblB0HTZn7,1
0.0355,0.934,0.99,0.0593,0.47,0.178,63oFS9JTsvadCXUqwqA7p0,1
0.0388,0.912,0.991,0.0253,0.428,0.175,763DOeT2XIrzMjbC3LLF5i,1
0.0456,0.952,0.994,0.018,0.441,0.204,70pC9IQb39VDNUm3Uio5kD,1
0.0393,0.955,0.991,0.0246,0.481,0.127,3x16lncPJzr2VDTtVrPpgj,1
0.0333,0.878,0.994,0.0281,0.396,0.296,10qZCmeusg6BbdHDTMADpr,1
0.0444,0.91,0.972,0.0698,0.371,0.194,63PdrrV4D4DtKpB4JEKMTJ,1
0.0312,0.891,0.989,0.0269,0.321,0.193,7zVpXNJWZTx9VFGsASdvDb,1
0.0393,0.937,0.994,0.0185,0.402,0.237,6tw5ZIanXzO4ufu4abt7Vn,1
0.0397,0.938,0.994,0.0237,0.439,0.16,4EIbWNNAT3TqvzflNhGKyU,1
0.0406,0.892,0.995,0.0424,0.259,0.3,75XNNOrKVTwJ1lEGbE1a8q,1
0.0483,0.922,0.995,0.0662,0.375,0.214,0vebajCQqWh9EQ5wAYguqo,1
0.046,0.953,0.995,0.0132,0.663,0.327,1g3qZv1GGqwMBrXzogTpTx,1
0.0377,0.949,0.99,0.0783,0.454,0.221,502QNU8kHHhL4rA9ft0Jcl,1
0.0294,0.922,0.989,0.0483,0.39,0.229,5Ooy87HjMYRxy5qiRNsilk,1
0.0458,0.964,0.996,0.0114,0.641,0.483,7F6hlMdM7OrUw8C1W4pjAC,1
0.0525,0.939,0.992,0.0029,0.469,0.509,3iTgM3cDPpZCQ4GL1pP0Ss,1
0.0346,0.884,0.967,0.034,0.289,0.141,2QvgJkZmnXdozvMMgfohJp,1
0.0438,0.92,0.995,0.011,0.355,0.124,4dHsrfybYMwR47LWYjLxR5,1
0.0307,0.879,0.973,0.0464,0.352,0.339,0tL0JB08d5De5zBko245Y8,1
0.038,0.941,0.992,0.0404,0.462,0.125,3hy3BLtI2pYAGZOjNvg8Hy,1
0.0419,0.932,0.992,0.0451,0.412,0.762,244BGt6n916G7NdoOUKSsX,1
0.0433,0.944,0.991,0.0367,0.445,0.13,48Jivh6jAj87eK6lj3FtUo,1
0.0368,0.916,0.973,0.0839,0.278,0.361,5opvuJQY6nSCwA0Wj42yC9,1
0.0496,0.964,0.993,0.0317,0.362,0.329,6yFNVbbhoPzPmGCYZWlFcw,1
0.0384,0.925,0.993,0.064,0.364,0.403,5Nx2GkAaDfh18aZ99OyctW,1
0.0671,0.94,0.996,0.0126,0.611,0.263,4EQRrRdoQ8vC4ULe8Kygpw,1
0.0832,0.969,0.996,0.0338,0.527,0.179,5DWI8rBs9a5fyeR35poYYm,1
0.036,0.924,0.994,0.0207,0.49,0.408,3XQE7ZJGVZTcPcZMZslJk5,1
0.039,0.937,0.988,0.00758,0.328,0.151,7ex04ig5hEOizRLHLGlLO7,1
0.0436,0.937,0.995,0.018,0.446,0.2,0BZLKyvqypWnn5kfysaNPt,1
0.0398,0.947,0.993,0.033,0.499,0.236,5TQcYO4moNRTTrtM5Frj30,1
0.0461,0.899,0.992,0.0267,0.516,0.378,1FxrWXRLIi0aUDlTQNLQZY,1
0.069,0.964,0.992,0.0148,0.616,0.361,23yqVbpiJoMHTs0RX4aPE7,1
0.056,0.954,0.983,0.032,0.464,0.208,2PPYHVE2EqwC8GASDE5Qzi,1
0.0335,0.918,0.983,0.11,0.268,0.199,2WCeRZDVyagKARVqAxr7QW,1
0.0341,0.899,0.975,0.0329,0.283,0.192,1fFH5FN5xZx2WT2dBXm4qx,1
0.0588,0.944,0.993,0.0515,0.269,0.419,3W6h25jvS5vCfUoGuZFx9c,1
0.042,0.929,0.991,0.0186,0.356,0.154,2HwCcCi8Up9NECNBRt0yTV,1
0.0769,0.97,0.995,0.0682,0.499,0.636,2m7XqU0gRlcPasjZCKvp6f,1
0.044,0.857,0.995,0.081,0.438,0.196,7oWtvkBURDJnmTZr40IE6k,1
0.0467,0.949,0.996,0.00625,0.421,0.645,6hzlEcgzqLW9UbLsUZMTVP,1
0.0489,0.907,0.903,0.0902,0.304,0.318,2p5THyuNwpJ9c7ex3TN383,1
0.0365,0.928,0.944,0.0443,0.433,0.115,6WRGJsfwcYjyOtzgpyizPV,1
0.0462,0.936,0.992,0.00955,0.411,0.223,4W4kAu3nU0Zp8WH7owpjbn,1
0.0415,0.9,0.986,0.0186,0.285,0.122,4RfSDsnP15kSfeu4FxItmX,1
0.0347,0.898,0.991,0.0632,0.392,0.26,0wNiKz7dVespHZP02RCDlE,1
0.0545,0.945,0.995,0.0791,0.499,0.532,08DMzELdDyuk2DDd26C28y,1
0.0388,0.896,0.994,0.0235,0.411,0.177,38IQW5WbKIQwSDsMQPMLSk,1
0.047,0.893,0.995,0.00617,0.574,0.125,5UOhiSuywxh22VLsnTieUW,1
0.0457,0.953,0.964,0.0535,0.381,0.199,0ECmXrwUI8YqLnKKom8jq1,1
0.036,0.936,0.99,0.101,0.466,0.195,6lstaOC6qWvXPcXPgWXfc0,1
0.0607,0.955,0.99,0.0483,0.405,0.155,1j7pycxTWD6vyiKJout75p,1
0.102,0.939,0.996,0.0111,0.56,0.274,3zMNVUKjygcVJQZMBff6Hc,1
0.0451,0.96,0.983,0.0368,0.354,0.157,50Ihxe8oJ8cQ1tDYoehuTc,1
0.0463,0.955,0.993,0.0566,0.276,0.108,600m7rqCDlRD80E9MQtVZB,1
0.0418,0.943,0.995,0.046,0.486,0.167,4xqtdONrwig5n3JGVBz1nv,1
0.0474,0.945,0.992,0.0081,0.189,0.166,2oD7qIB9vDBnE3uBmEh91C,1
0.0403,0.935,0.992,0.084,0.501,0.322,6stVkYBRCRAL6Eqomde583,1
0.0393,0.937,0.992,0.0368,0.355,0.0492,3JxLzqk5HisNeh5I03Mx22,1
0.0501,0.951,0.994,0.0575,0.216,0.151,2XPxkVgxyj4QVaW78kS5vb,1
0.0393,0.94,0.978,0.0798,0.335,0.084,1spPkmhaejcIpnjmP6nxq3,1
0.0518,0.964,0.995,0.0347,0.259,0.229,7d5LYgI4nXAQD0UdxMr8iE,1
0.0401,0.903,0.994,0.0272,0.46,0.34,0npBzVrDKbhg6khGMBuFzQ,1
0.0386,0.886,0.977,0.032,0.42,0.169,5UvdAChDs1Rr0GYEkUMZma,1
0.0537,0.937,0.989,0.0396,0.367,0.0505,4vdzY5DNQGGb3pby9pprKD,1
0.0479,0.905,0.988,0.0204,0.296,0.0925,1lrgqrIxD3tDYVv6n3i1aL,1
0.046,0.952,0.985,0.0423,0.429,0.233,6dG6b98wdolLoHdFaAusxR,1
0.0452,0.961,0.995,0.0498,0.343,0.566,36wwYDM1vuWHuocV3Nq9hf,1
0.0366,0.944,0.988,0.00661,0.359,0.113,2hvJks7wVAgPubs2ngNOwQ,1
0.0406,0.887,0.99,0.0343,0.477,0.134,4b4DLYtksvYepzKqdgSkAz,1
0.0465,0.951,0.994,0.0413,0.405,0.417,7wvLqTxF6Nm4k579lboPC8,1
0.0372,0.954,0.99,0.043,0.419,0.375,5DezuV0RFcMcgA11UGdGBR,1
0.0441,0.959,0.991,0.00855,0.487,0.171,3v9b94v3ja4RL480ZrJ6bI,1
0.0632,0.947,0.995,0.0297,0.354,0.275,1gB9Hvz050IuA28oxXtydl,1
0.0494,0.955,0.985,0.0675,0.326,0.362,7odH627CfIdqmlV0M7HeWb,1
0.0464,0.939,0.991,0.0316,0.509,0.348,0TID2XzKx1DFybP338IxkU,1
0.0325,0.919,0.993,0.0203,0.334,0.351,0yccHAlypw9zM9Pf33lLjd,1
0.0364,0.915,0.973,0.023,0.451,0.226,18oB9NlhCMSzlte5KAj5tl,1
0.0404,0.939,0.995,0.00467,0.258,0.285,3N79AZhe7FiBgF7leqGhHt,1
0.0363,0.951,0.986,0.0167,0.569,0.193,5oLtQcVkF0Ilww3U3P8McC,1
0.0582,0.95,0.995,0.00824,0.527,0.403,6S1sG03j36YgxCtuZjgfI5,1
0.0473,0.95,0.992,0.0927,0.269,0.0699,3rFTaMYqYLue1TrmauOGye,1
0.0414,0.927,0.994,0.0172,0.386,0.26,08YpIbdhqosOuZl9cddBHF,1
0.0362,0.934,0.984,0.0452,0.271,0.272,0OQWq6Sgbn0L59KfhVYxBT,1
0.0443,0.972,0.994,0.107,0.362,0.363,7guzWL6scF2bIRud4Mfk9Y,1
0.0459,0.925,0.995,0.0372,0.493,0.348,5Wp5IP3REfgDJnxKeUOfb3,1
0.0495,0.933,0.993,0.0619,0.31,0.146,1UY1Fr1IExkpYxxxxUWFug,1
0.0459,0.932,0.995,0.00807,0.431,0.334,2UscVwaSo0fbaX5QxVgqH8,1
0.0504,0.911,0.994,0.0797,0.411,0.199,0HUbTiZUqqQWmA4GKwJWOv,1
0.0385,0.941,0.985,0.0226,0.245,0.153,5Xg2TWsPN5JK4k0FcgOwYJ,1
0.0366,0.919,0.993,0.0737,0.382,0.294,5LIsR2QFLqxot9tX9huYwi,1
0.0455,0.966,0.994,0.0123,0.569,0.426,0bda1IFiwlTA3qgmTGzMZg,1
0.0354,0.924,0.983,0.0332,0.41,0.266,4EZtXiZ3PdrGxTQ43WLhub,1
0.0389,0.839,0.982,0.0763,0.291,0.181,2AE6p5RRHnLxAllP1zdXPt,1
0.0523,0.959,0.993,0.116,0.483,0.543,4PLaetqDYcJK1e6VFb361C,1
0.0494,0.95,0.992,0.0225,0.418,0.317,6JQYaWXutl3Dqul7H5Zif0,1
0.0434,0.846,0.978,0.0687,0.353,0.18,7dMT5XlXtLoFkUBzJapLUr,1
0.0625,0.964,0.995,0.0679,0.51,0.492,0uFGCfcqs595Q0ptklBeUt,1
0.0421,0.965,0.992,0.0541,0.502,0.252,0ATCSA5YcOdy8jRY3FRJSe,1
0.0364,0.944,0.954,0.0637,0.291,0.321,0UcW9Fjb0oopOfdDxo7KKj,1
0.0405,0.759,0.99,0.0911,0.319,0.272,5KikhbdQUWeO0CsloJVCPK,1
0.0377,0.905,0.991,0.063,0.282,0.102,0R4HTYUjrBvDwxilINNwYZ,1
0.0432,0.9,0.972,0.0138,0.317,0.399,7w2uDecC0itAWOKd186QLY,1
0.0456,0.9,0.995,0.0354,0.418,0.267,1IL5OjrJVpTQs94qr8SWVj,1
0.0537,0.947,0.992,0.00554,0.217,0.0935,4Xt9TNdtaUx6ITgptTbshv,1
0.049,0.916,0.995,0.114,0.58,0.225,7jOC9bmHMZ5m4S1ZDAYgzn,1
0.0445,0.95,0.987,0.00396,0.308,0.0961,0KaDIuxC0tek01gCKrUNY8,1
0.0435,0.922,0.995,0.0173,0.398,0.122,5fOv8ynuVRniCFLQ48grdI,1
0.0396,0.937,0.991,0.0132,0.503,0.0854,0zFzeFBStkbUw8yLAsfX8z,1
0.042,0.839,0.981,0.0714,0.376,0.0744,0B5emsAmwLIx51EPR5W90G,1
0.0469,0.942,0.993,0.0441,0.433,0.0968,78qaTDD6WW9NnnaFJfP6wa,1
0.0409,0.953,0.992,0.199,0.414,0.364,6v4iwIJSO643u80acw9sSI,1
0.0606,0.896,0.984,0.0274,0.284,0.0459,3y3GMygxjeZ8VQDfEoyKh7,1
0.0542,0.931,0.996,0.0285,0.417,0.237,0NQrHEQ4wPot63kIRzjASq,1
0.0354,0.956,0.992,0.072,0.333,0.271,2StQJ41DNRKRHNfGbKexPM,1
0.0384,0.855,0.993,0.0414,0.39,0.309,1wpifGgn2zC6OPEI6okI67,1
0.0385,0.921,0.981,0.0244,0.462,0.128,5xy2cj5d2WOTjPkkHuVH84,1
0.0404,0.902,0.992,0.0263,0.328,0.136,79v9cKSakZbCRZI0r0QrV7,1
0.0436,0.893,0.99,0.0559,0.455,0.415,1MoboyfmxM1P6tgpEnnfud,1
0.0354,0.902,0.989,0.013,0.395,0.101,4CNWL6JFAflLeoDjojqbKN,1
0.0459,0.95,0.996,0.0221,0.367,0.158,00PnFrg2QQzPqkeuxGxcz9,1
0.0376,0.887,0.974,0.0635,0.318,0.26,29wXeahxSJmYAQcQHQS71o,1
0.0563,0.972,0.995,0.0176,0.559,0.162,43gzo5RNf3HP1OLoJQsmQG,1
0.039,0.924,0.988,0.121,0.444,0.175,5t9WS1mp1WGOqz6lJut8za,1
0.0506,0.894,0.995,0.028,0.371,0.105,6eNCYZyPFmSn4KgAJYDwdw,1
0.0349,0.874,0.988,0.044,0.302,0.317,63gb8AihdONhOalTRVfo3o,1
0.0374,0.944,0.992,0.0253,0.31,0.176,6OlFD2bYRtoQexcfexfdvr,1
0.0409,0.87,0.99,0.0195,0.345,0.461,6V3EqKAHRMDKUYYPtD0lVQ,1
0.0392,0.951,0.98,0.103,0.367,0.0412,5BMOKxB68b72YxWVnbq6Zf,1
0.0485,0.933,0.991,0.0421,0.303,0.21,48aOlsvnC4e8cdMsrw59Qd,1
0.0386,0.975,0.994,0.0291,0.361,0.127,0c3pAQGKjwHKo9ilC8i8c5,1
0.0384,0.947,0.995,0.00419,0.31,0.214,3oymu4B8YqysHtkQV3oRZ7,1
0.0686,0.896,0.963,0.0275,0.402,0.365,0fqveSCZR2TqGAtEid72Ua,1
0.0362,0.881,0.993,0.0489,0.3,0.0508,6zB7Vvymi8vYeSqH9z9HhV,1
0.0451,0.903,0.991,0.0123,0.194,0.144,0ad4PNbIzDJwVzCCjKhvAA,1
0.0395,0.95,0.989,0.0278,0.427,0.329,49a2PByrGqVmdCktGMZwgc,1
0.0404,0.918,0.994,0.0309,0.373,0.233,1ETktQHotqA5mRLE3ABnin,1
0.0397,0.936,0.973,0.00889,0.308,0.11,0sCPbmOcdRcTWVDjHh22id,1
0.0521,0.966,0.994,0.0778,0.366,0.482,2xU7HfHYdDO8T4TVRJwvHJ,1
0.0416,0.936,0.989,0.0149,0.575,0.551,0XCTZX036IzhP1ea8CrDK3,1
0.0432,0.931,0.985,0.0136,0.447,0.14,0OyfmSpjOUz6k0swecwQEw,1
0.0493,0.938,0.992,0.0101,0.453,0.313,2MUBJrvs9yanwhD9HZnXUB,1
0.036,0.948,0.995,0.0269,0.406,0.141,45tnZArwDyo4hM7Zjguqb9,1
0.0447,0.973,0.995,0.0482,0.502,0.462,5akwB4g9TXC5B586LAew37,1
0.0429,0.897,0.986,0.0464,0.3,0.172,0I9HIOTtaXrX968btEa3DA,1
0.0421,0.932,0.992,0.0364,0.361,0.186,0Nxz7Bf7EZgGVzaH4McTd2,1
0.0481,0.942,0.99,0.0367,0.319,0.0556,1sINJB2tVaHV5r3iKCACHv,1
0.0454,0.901,0.988,0.0216,0.31,0.116,23E7NEU613xv62Z0m1vz5b,1
0.0668,0.97,0.993,0.0696,0.529,0.3,0yBjtQdUb2T281UIF5hUMU,1
0.0321,0.921,0.951,0.107,0.448,0.2,25h6NHq2mLaiupkc0XDuBa,1
0.0408,0.935,0.989,0.048,0.515,0.0944,5vz0Vls8TbtlI58CHQrIpb,1
0.0554,0.928,0.985,0.0506,0.462,0.167,1XA8P59ZUJRDRqB30BOuNV,1
0.0407,0.974,0.992,0.0251,0.315,0.144,5YB0FJ63K0g5ZXw0BN4HXF,1
0.0411,0.935,0.995,0.134,0.475,0.115,7Jrx30VldPaujIaP3c2SJn,1
0.039,0.94,0.98,0.0335,0.23,0.149,6Byh2m5om63yZL35VrP0CF,1
0.0515,0.93,0.993,0.00904,0.353,0.161,7uN2L2nq8gfUBOUfHtSkQX,1
0.0598,0.906,0.993,0.0424,0.505,0.392,4ngpD9qM5EinF3KKKoyZDB,1
0.0652,0.946,0.983,0.0427,0.293,0.218,3VHGpDGB6roBImYAY5fjcS,1
0.0357,0.942,0.992,0.0171,0.48,0.136,4XhZgQHy6yNEB5M3NhZXAG,1
0.0416,0.889,0.982,0.0716,0.366,0.172,445KHitEvap0tspDZ3C78V,1
0.0329,0.974,0.969,0.0546,0.325,0.127,7e9rtvEfKg3QkMkZrZtTnW,1
0.0372,0.952,0.987,0.148,0.285,0.381,0DXsxu0TJ8TtrOklnsL6nj,1
0.0345,0.939,0.96,0.097,0.354,0.325,0t0X7v3Qcq7wMviNjWaWDO,1
0.0471,0.963,0.996,0.0851,0.376,0.265,54MnM9dYvVaV9jAZLcZu7P,1
0.0352,0.918,0.995,0.0348,0.397,0.247,7tJDHTlzyUK1nsbSD2rf6f,1
0.0363,0.933,0.98,0.0674,0.359,0.166,2PLSyXt3DrKNzjdHwH4hkM,1
0.0385,0.927,0.992,0.0639,0.464,0.317,025aQi6Ffw676y8m4zLPk7,1
0.0506,0.897,0.994,0.0303,0.426,0.111,5EcZL9ug4iU6C7Dqqfixgt,1
0.0422,0.893,0.991,0.0375,0.329,0.191,18S2PRuactalb1hwBxfwGl,1
0.0395,0.954,0.995,0.0408,0.431,0.111,2evtV15tCbNjFDZRhd0CM9,1
0.0473,0.877,0.963,0.0214,0.107,0.064,6HIRhDZd8E7MMkfZDLpV48,1
0.0336,0.932,0.985,0.139,0.242,0.327,4sej0O7NBjgr31sPkjKyrf,1
0.0347,0.901,0.99,0.00957,0.351,0.165,3a29LVdJdkqOBNDFnbbqJN,1
0.0395,0.973,0.994,0.033,0.274,0.175,695BxK7VbbK6M4CRvtR5Sn,1
0.0478,0.963,0.992,0.056,0.504,0.337,37aia1wG2Ncz8AWjM4tPlY,1
0.0408,0.924,0.981,0.0405,0.374,0.226,4iCLo3ZjF6V1RW4Wz18KMz,1
0.0577,0.965,0.988,0.025,0.307,0.159,5e5tJl04Fp74oHxpsrC7Tk,1
0.0402,0.927,0.987,0.178,0.454,0.31,4oQi1BbH2g3V3s7lluq8vy,1
0.0438,0.947,0.99,0.0737,0.462,0.271,1THlfYe3VM1P2V7oPIbWW1,1
0.056,0.971,0.987,0.0319,0.408,0.427,6sMS6Z4qcxbtaF22plJzaM,1
0.038,0.936,0.992,0.0126,0.419,0.157,3QaYNoyQzsOFfek0pTgqWi,1
0.053,0.951,0.995,0.0121,0.394,0.161,5Ze2cIMQcXqJQ0QdhX5ZQ1,1
0.0401,0.958,0.982,0.0376,0.472,0.152,5qcAFHyLIMPgQseVVE2qGJ,1
0.042,0.914,0.995,0.0196,0.387,0.246,4OI6jrwpj1xkejfp6R5uj2,1
0.0498,0.857,0.994,0.0155,0.396,0.209,0D634fov9hm0Yt2wTyAZ4M,1
0.0403,0.919,0.987,0.0623,0.262,0.193,7JMcuZdww7k1eQIRPbpRoG,1
0.0406,0.93,0.993,0.0143,0.348,0.304,0rlR7gBOx5jfIvVsPfGQsC,1
0.0382,0.89,0.96,0.0572,0.3,0.193,0RdeSJMPOXBb8a1MmEP7Fq,1
0.0504,0.948,0.99,0.0137,0.369,0.206,0ttyQPhxTXajLR9vNCBvV9,1
0.0398,0.945,0.991,0.0407,0.324,0.141,2kBKYE62rFAbdrr9KllA2v,1
0.046,0.95,0.991,0.00305,0.414,0.351,3yMBkcCZA5dTrqEoz83azz,1
0.0591,0.856,0.995,0.0717,0.393,0.358,0ndzVIqnahvsvjihtlOsHx,1
0.0499,0.941,0.994,0.0643,0.448,0.279,3OrNycpUQqB3sn9QRUqfjj,1
0.0464,0.836,0.976,0.0609,0.26,0.19,4wZWEuu89nlc6KVJgECTqx,1
0.045,0.907,0.991,0.0597,0.376,0.257,1EERR4elDmZ67iD5MU6Bs3,1
0.0284,0.947,0.977,0.032,0.454,0.103,4OXMONKgLmW0FZGU6Sm7Hf,1
0.0601,0.967,0.994,0.0112,0.378,0.0789,239W1Z795G2xYOqdrVLirv,1
0.0325,0.913,0.981,0.0453,0.385,0.207,1fyoUmAZLx9tLmXA99Uxs4,1
0.0419,0.864,0.995,0.00674,0.275,0.142,6zB9GWgc3mjxnqGgHAwvpU,1
0.0529,0.956,0.995,0.0143,0.648,0.166,2XXnGBKuvfcpfVvRgBEdvP,1
0.0335,0.893,0.993,0.0372,0.425,0.147,7inwDSpJOVDN9kUsi7JtqX,1
0.0395,0.945,0.995,0.0189,0.394,0.307,7fFC24ppNibtsubi84bSwH,1
0.0537,0.938,0.99,0.0631,0.299,0.0682,7MkxpIhNBXy8blub5txeDD,1
0.0373,0.943,0.994,0.0574,0.406,0.164,6QIPjub60aFnvKxe4oNuEs,1
0.0387,0.892,0.992,0.013,0.321,0.216,0CNhH6mjashU1e7z0j1LXl,1
0.0569,0.923,0.993,0.0508,0.3,0.0668,4xwUUKpKf52tIHZRyyUFKw,1
0.0486,0.927,0.978,0.107,0.334,0.227,3KY4J1SHhjAEn6hDqJooZn,1
0.0482,0.953,0.994,0.0546,0.21,0.544,1FiGodE7QpV6yXRtDGSuKO,1
0.0386,0.926,0.985,0.0486,0.412,0.229,4GmJDwysMN5Et05ZOOBkQe,1
0.0488,0.95,0.995,0.0658,0.469,0.187,4CK2atgvodyG3xJPXXt58U,1
0.0478,0.934,0.995,0.0399,0.315,0.269,7MgKqFoVURzmNlOBkPtyLT,1
0.0379,0.942,0.992,0.0093,0.395,0.181,73WwLsqz0sZQucwkeyybus,1
0.0347,0.929,0.989,0.0247,0.371,0.11,6nEtaXKHUnrcbTjagD9mXC,1
0.0299,0.908,0.929,0.116,0.34,0.35,5halRWU8tbxz8TGNKUBT1G,1
0.044,0.943,0.988,0.0254,0.376,0.169,05HDcU36t1sVPiOzAAolke,1
0.0373,0.958,0.979,0.136,0.414,0.406,2UUoUzFXegRNIzIangETNG,1
0.0347,0.916,0.983,0.023,0.374,0.0776,2rBLJwsNjWvSx0yVAQLc3B,1
0.0386,0.891,0.985,0.0173,0.186,0.329,7J7tN1PAKrD6yY8xmR8Q7a,1
0.0346,0.852,0.983,0.0992,0.442,0.213,5YvY66JItF2jFFKeB27pmO,1
0.0378,0.862,0.989,0.132,0.255,0.378,2nLJMA693clFEHKBi9de3i,1
0.0441,0.955,0.995,0.028,0.347,0.229,64XD6XEroqjxW25e6ZMHMK,1
0.0395,0.942,0.992,0.0552,0.386,0.247,6XTKYGyydndSUV3OHHDwZU,1
0.0375,0.903,0.995,0.018,0.392,0.14,2JWORFavKKenbRigLBM0Uj,1
0.062,0.964,0.995,0.0166,0.472,0.13,5n3cwcqeC5XvcBuix3ZuVC,1
0.0371,0.933,0.991,0.0201,0.361,0.151,2aLgFG14lYLiV8YYziZI7Q,1
0.0446,0.937,0.995,0.0278,0.47,0.344,6kGrBd9wrk0ducE1R9F4uZ,1
0.0603,0.969,0.993,0.0248,0.504,0.198,7cY9kWU1cPLJ1wxxvKEZMh,1
0.039,0.916,0.995,0.00635,0.396,0.148,6yupcJhCWpLXHjm6zQHgaF,1
0.0578,0.91,0.99,0.0686,0.384,0.487,1iGMUpV6h0zA6pUSXfQJVr,1
0.0319,0.928,0.986,0.0389,0.39,0.0613,4nncPBsmSPNNeZ2nbd0QR7,1
0.0372,0.952,0.983,0.0384,0.477,0.149,23FvAAvnx3NzbTmMiod5nf,1
0.0397,0.931,0.99,0.0708,0.487,0.49,6aPNSFUv5X13wjZsjJAbYW,1
0.0386,0.95,0.994,0.0158,0.402,0.135,3l7MIilW80gHnwhoV75y2m,1
0.0329,0.916,0.992,0.0213,0.432,0.144,2u6LWpFrDoipclUF01Oaeu,1
0.0307,0.908,0.98,0.0556,0.412,0.201,4Z94Nth1RThACL5ohW5xpy,1
0.0501,0.942,0.988,0.0333,0.23,0.177,0eYb8nrvYDtDCCcxdpxaEb,1
0.0437,0.831,0.991,0.0253,0.563,0.0987,6d1XH0OKwZVbITLqPoToDg,1
0.0304,0.918,0.98,0.138,0.41,0.184,0ob3wzPe3R3NpJtUEz0wUQ,1
0.0508,0.942,0.992,0.0251,0.385,0.238,44jnGxgCSoyxygFmpyCiPy,1
0.0279,0.893,0.986,0.103,0.34,0.188,4zGwlwhObmrKxQSVwaWFMA,1
0.043,0.915,0.99,0.0272,0.368,0.51,0yAgdDXxal3Em3W4X1bkGq,1
0.043,0.953,0.996,0.0451,0.349,0.143,2gtgt4HljfLVdXRMPG9QiA,1
0.0425,0.965,0.995,0.0161,0.458,0.0714,27NsmJyv3hRvtP9V48xYNB,1
0.0491,0.919,0.977,0.0511,0.397,0.298,0ngwNemhn1nKmYHYZnJZmB,1
0.0402,0.907,0.989,0.0362,0.298,0.246,3umYvXZeXEt4JrefxncSx6,1
0.0518,0.897,0.99,0.0505,0.48,0.151,4BWkwMwvllPPl0XKxPxRad,1
0.0368,0.699,0.994,0.0271,0.426,0.164,5HSBbEUofDbCCZOuXaJ9un,1
0.0524,0.927,0.994,0.00486,0.259,0.281,2J9UTgDdul3kMGZgnsUZIp,1
0.0274,0.94,0.985,0.037,0.283,0.128,5yWWqRGYKTfSoFTYKAnDlo,1
0.0415,0.884,0.988,0.023,0.137,0.06,790LoJy9GwWsIjtu8PZEos,1
0.0423,0.929,0.986,0.0592,0.329,0.276,1ri9OTTCvGn1yMlDiqAdFS,1
0.0391,0.937,0.993,0.0265,0.422,0.23,4WFF3LgLuK0qGqY1YUdzD6,1
0.0443,0.949,0.991,0.0289,0.403,0.185,51bCmUlVILY4qBFkm2t0Km,1
